"Time( 07)","Access point","SSID","Client","Category","Event type","Details"
"Dec 16 08:02:47","KhuC_C008","","OPPO-Reno5","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.48.3.131, Source Port: 46386, Destination IP: 163.70.159.6"""
"Dec 16 08:02:47","KhuA_L2_A215","","","Events dropped","Events dropped","""73 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:47","KhuA_L1_HoiTruong1","UTH","ea:b0:8e:44:ad:49","802.11","802.11 disassociation","""client not responding"""
"Dec 16 08:02:47","KhuD_D104","","be:df:3c:b8:d3:16","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.141.128.192, Source Port: 61059, Destination IP: 17.248.224.69"""
"Dec 16 08:02:47","KhuD_D104","","be:df:3c:b8:d3:16","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.141.128.192, Source Port: 61058, Destination IP: 17.248.224.65"""
"Dec 16 08:02:47","KhuB_B311","","OPPO-Reno11-Pro-5G","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.215.128.203, Source Port: 58572, Destination IP: 163.70.159.42"""
"Dec 16 08:02:47","KhuC_C201","","cf452873-f334-4d95-b06e-ce5404e0b101","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.44.210.133, Source Port: 53228, Destination IP: 77.35.154.207"""
"Dec 16 08:02:47","KhuF_F203","","OPPO-A96","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.249.45.151, Source Port: 48144, Destination IP: 163.70.159.6"""
"Dec 16 08:02:47","KhuF_F203","","OPPO-A96","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.249.45.151, Source Port: 48142, Destination IP: 163.70.159.6"""
"Dec 16 08:02:47","KhuB_B004","UTH","06606305-3921-4cff-93f1-5e7a2b71edf4","802.1X","802.1X authentication","""radio: 0, vap: 3, client_mac: 0A:E3:7E:B4:79:29"""
"Dec 16 08:02:47","KhuB_B004","UTH","06606305-3921-4cff-93f1-5e7a2b71edf4","802.11","802.11 association","""channel: 11, rssi: 27, band: 2"""
"Dec 16 08:02:47","KhuC_C201","","cf452873-f334-4d95-b06e-ce5404e0b101","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.44.210.133, Source Port: 53226, Destination IP: 169.211.156.173"""
"Dec 16 08:02:47","KhuF_F203","","OPPO-A96","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.249.45.151, Source Port: 48140, Destination IP: 163.70.159.6"""
"Dec 16 08:02:47","KhuF_F301","UTH","76:95:75:d9:2d:32","802.1X","802.1X authentication","""radio: 1, vap: 3, client_mac: 76:95:75:D9:2D:32"""
"Dec 16 08:02:47","KhuF_F203","","OPPO-A96","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.249.45.151, Source Port: 40748, Destination IP: 163.70.159.7"""
"Dec 16 08:02:47","KhuF_F301","UTH","76:95:75:d9:2d:32","802.11","802.11 association","""channel: 112, rssi: 26, band: 5"""
"Dec 16 08:02:47","KhuF_F202","","Android_94XJPEDJ","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.33.231.225, Source Port: 53952, Destination IP: 163.70.159.42"""
"Dec 16 08:02:47","KhuF_F203","","OPPO-A96","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.249.45.151, Source Port: 48136, Destination IP: 163.70.159.6"""
"Dec 16 08:02:46","KhuD_D503","","Redmi-Note-13-Pro-5G","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.105.200.178, Source Port: 46686, Destination IP: 157.240.13.48"""
"Dec 16 08:02:46","KhuD_D402","UTH","c03c8482-73b9-40b0-a830-bb51182effbd","802.11","802.11 disassociation","""client not responding"""
"Dec 16 08:02:46","KhuB_B201","UTH","fa2be180-488b-4919-b14a-f131c5456456","802.11","802.11 disassociation","""client has left AP"""
"Dec 16 08:02:46","KhuF_F202","","Android_94XJPEDJ","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.33.231.225, Source Port: 59046, Destination IP: 57.144.160.192"""
"Dec 16 08:02:46","KhuD_D503","","Android_C2QUEQ7P","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.220.213.81, Source Port: 45790, Destination IP: 163.70.159.5"""
"Dec 16 08:02:46","KhuF_F301","UTH","76:95:75:d9:2d:32","802.11","802.11 disassociation","""client has left AP"""
"Dec 16 08:02:46","KhuA_L1_Server","","Android_RT3SOFTP","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.203.65.123, Source Port: 33630, Destination IP: 216.239.34.223"""
"Dec 16 08:02:46","KhuF_F202","UTH","realme-C53","802.11","802.11 association","""channel: 64, rssi: 25, band: 5"""
"Dec 16 08:02:46","KhuF_F202","UTH","realme-C53","802.1X","802.1X authentication","""radio: 1, vap: 3, client_mac: 60:C7:BE:8F:CA:01"""
"Dec 16 08:02:46","KhuD_D503","","Redmi-Note-13-Pro-5G","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.105.200.178, Source Port: 46686, Destination IP: 157.240.13.48"""
"Dec 16 08:02:46","KhuC_C008","","OPPO-Reno5","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.48.3.131, Source Port: 38254, Destination IP: 163.70.159.5"""
"Dec 16 08:02:46","KhuF_F202","","Android_94XJPEDJ","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.33.231.225, Source Port: 41314, Destination IP: 57.144.160.192"""
"Dec 16 08:02:46","KhuF_F202","UTH","a6214ff4-bca3-4344-9de8-56380b417a59","802.1X","802.1X authentication","""radio: 1, vap: 3, client_mac: E4:1F:D5:2C:F4:7F"""
"Dec 16 08:02:46","KhuF_F202","UTH","a6214ff4-bca3-4344-9de8-56380b417a59","802.11","802.11 association","""channel: 64, rssi: 16, band: 5"""
"Dec 16 08:02:46","KhuF_F202","","Android_94XJPEDJ","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.33.231.225, Source Port: 41314, Destination IP: 57.144.160.192"""
"Dec 16 08:02:46","KhuC_C008","","OPPO-Reno5","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.48.3.131, Source Port: 46074, Destination IP: 163.70.159.142"""
"Dec 16 08:02:46","KhuC_C007","","46:78:ce:ea:98:1b","Events dropped","Events dropped","""35126 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:46","KhuC_C009","","1050b2c6-1e4d-43a6-b92e-ebad95e513e6","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.37.86.240, Source Port: 62447, Destination IP: 17.248.224.65"""
"Dec 16 08:02:46","KhuF_F202","","ae:16:59:f4:01:c7","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.171.63.250, Source Port: 55619, Destination IP: 17.248.224.13"""
"Dec 16 08:02:46","KhuC_C008","","OPPO-Reno5","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.48.3.131, Source Port: 40257, Destination IP: 163.70.159.142"""
"Dec 16 08:02:46","KhuB_B007B","","Galaxy-S24","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.253.88.45, Source Port: 52186, Destination IP: 163.70.159.42"""
"Dec 16 08:02:46","KhuE_E201","","ca:58:9d:62:be:df","Events dropped","Events dropped","""2478 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:45","KhuD_D701-Research","","KNguyn","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.88.68.22, Source Port: 63306, Destination IP: 17.248.224.65"""
"Dec 16 08:02:45","KhuF_F202","UTH","a6214ff4-bca3-4344-9de8-56380b417a59","802.11","802.11 disassociation","""client has left AP"""
"Dec 16 08:02:45","KhuA_L1_HoiTruong2","UTH","fa:91:3f:b5:35:56","802.1X","802.1X authentication","""radio: 2, vap: 3, client_mac: FA:91:3F:B5:35:56"""
"Dec 16 08:02:45","KhuA_L1_HoiTruong2","UTH","fa:91:3f:b5:35:56","802.11","802.11 association","""channel: 104, rssi: 27, band: 5"""
"Dec 16 08:02:45","KhuB_B302","","Android-2","Events dropped","Events dropped","""149 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:45","KhuB_B302","","ee:e6:51:a2:b7:2f","Events dropped","Events dropped","""172 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:45","KhuC_C203","UTH","e3487fac-e775-4583-8123-f5b2a4fa09f5","802.1X","802.1X authentication","""radio: 1, vap: 3, client_mac: 3E:05:3C:D4:5F:8C"""
"Dec 16 08:02:45","KhuC_C203","UTH","e3487fac-e775-4583-8123-f5b2a4fa09f5","802.11","802.11 association","""channel: 104, rssi: 27, band: 5"""
"Dec 16 08:02:45","KhuD_D602","UTH","Android_0YQRNO70","802.11","802.11 disassociation","""client was deauthenticated"""
"Dec 16 08:02:45","KhuB_B102","","6a:8a:b2:32:51:5d","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.177.253.214, Source Port: 60903, Destination IP: 17.248.224.68"""
"Dec 16 08:02:45","KhuD_D104","","be:df:3c:b8:d3:16","Events dropped","Events dropped","""89 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:45","KhuF_F202","","OPPO-A58","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.180.254.4, Source Port: 44536, Destination IP: 163.70.159.7"""
"Dec 16 08:02:45","KhuF_F202","","OPPO-A58","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.180.254.4, Source Port: 44534, Destination IP: 163.70.159.7"""
"Dec 16 08:02:45","KhuB_B311","","OPPO-Reno11-Pro-5G","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.215.128.203, Source Port: 58570, Destination IP: 163.70.159.42"""
"Dec 16 08:02:45","KhuD_D401","UTH","7e69cec5-551a-40da-a83a-b8e3f3947568","802.11","802.11 disassociation","""client was deauthenticated"""
"Dec 16 08:02:45","KhuA_LTret_PhongTiepSinh","UTH for Staff","LAPTOP-M2NJJ4B1","802.11","802.11 association","""channel: 100, rssi: 50, band: 5"""
"Dec 16 08:02:45","KhuC_C201","","a1a7bf6c-c687-43fc-8696-9cfeff0972aa","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.143.60.46, Source Port: 55803, Destination IP: 163.70.159.7"""
"Dec 16 08:02:45","KhuA_LTret_PhongTiepSinh","UTH for Staff","LAPTOP-M2NJJ4B1","WPA","WPA authentication",""""""
"Dec 16 08:02:45","KhuD_D503","","Android_C2QUEQ7P","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.220.213.81, Source Port: 34642, Destination IP: 163.70.159.42"""
"Dec 16 08:02:45","KhuB_ThuVienCS1","UTH","Android","802.1X","802.1X authentication","""radio: 0, vap: 3, client_mac: 8E:F0:E3:0D:E5:7D"""
"Dec 16 08:02:45","KhuB_ThuVienCS1","UTH","Android","802.11","802.11 association","""channel: 1, rssi: 27, band: 2"""
"Dec 16 08:02:45","KhuC_C203","UTH","e3487fac-e775-4583-8123-f5b2a4fa09f5","802.11","802.11 disassociation","""client has left AP"""
"Dec 16 08:02:45","KhuD_D602","UTH","PhanTuanHung","802.1X","802.1X authentication","""radio: 1, vap: 3, client_mac: 74:12:B3:C9:BD:29"""
"Dec 16 08:02:45","KhuD_D602","UTH","PhanTuanHung","802.11","802.11 association","""channel: 64, rssi: 37, band: 5"""
"Dec 16 08:02:45","KhuF_F202","","Android_94XJPEDJ","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.33.231.225, Source Port: 36486, Destination IP: 57.144.160.8"""
"Dec 16 08:02:45","KhuF_F202","","Android_94XJPEDJ","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.33.231.225, Source Port: 57444, Destination IP: 57.144.160.8"""
"Dec 16 08:02:45","KhuF_F202","","Android_94XJPEDJ","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.33.231.225, Source Port: 49134, Destination IP: 57.144.160.8"""
"Dec 16 08:02:45","KhuD_D602","UTH","PhanTuanHung","802.11","802.11 disassociation","""unspecified reason"""
"Dec 16 08:02:45","KhuF_F202","","Android_94XJPEDJ","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.33.231.225, Source Port: 53942, Destination IP: 163.70.159.42"""
"Dec 16 08:02:45","KhuB_B102","","de:17:e8:d9:0c:68","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.41.102.4, Source Port: 50494, Destination IP: 17.248.224.27"""
"Dec 16 08:02:45","KhuC_C003","UTH","Android_IG97YOM1","802.1X","802.1X authentication","""radio: 0, vap: 3, client_mac: AA:C7:A4:A9:F9:EC"""
"Dec 16 08:02:45","KhuC_C003","UTH","Android_IG97YOM1","802.11","802.11 association","""channel: 11, rssi: 37, band: 2"""
"Dec 16 08:02:45","KhuF_F202","","OPPO-A58","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.180.254.4, Source Port: 44518, Destination IP: 163.70.159.7"""
"Dec 16 08:02:45","KhuD_D503","","Android_C2QUEQ7P","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.220.213.81, Source Port: 51153, Destination IP: 163.70.159.42"""
"Dec 16 08:02:45","KhuF_F202","","OPPO-A58","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.180.254.4, Source Port: 44516, Destination IP: 163.70.159.7"""
"Dec 16 08:02:45","KhuC_C204","UTH","4bbebd05-5dfe-44b4-bbe2-204e6dfffe80","802.11","802.11 disassociation","""client has left AP"""
"Dec 16 08:02:45","KhuA_L1_HoiTruong1","UTH","iPhone-42","802.11","802.11 disassociation","""client not responding"""
"Dec 16 08:02:45","KhuC_C003","UTH","Android_IG97YOM1","802.11","802.11 disassociation","""client has left AP"""
"Dec 16 08:02:45","KhuA_L1_HoiTruong1","UTH","DESKTOP-E1TEJ3Q","802.11","802.11 disassociation","""client not responding"""
"Dec 16 08:02:45","KhuA_L1_HoiTruong1","UTH","ae:1a:58:be:3e:fb","802.11","802.11 disassociation","""client not responding"""
"Dec 16 08:02:45","KhuF_F202","","OPPO-A58","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.180.254.4, Source Port: 39894, Destination IP: 163.70.159.42"""
"Dec 16 08:02:44","KhuA_Phai1","UTH","96:67:31:98:ec:33","802.11","802.11 disassociation","""previous authentication expired"""
"Dec 16 08:02:44","KhuA_Phai1","UTH","96:67:31:98:ec:33","802.11","802.11 disassociation","""client was deauthenticated"""
"Dec 16 08:02:44","KhuC_C204","UTH","4bbebd05-5dfe-44b4-bbe2-204e6dfffe80","802.11","802.11 association","""channel: 6, rssi: 21, band: 2"""
"Dec 16 08:02:44","KhuB_B011","UTH","c6:3a:22:31:2a:1e","802.1X","802.1X authentication","""radio: 0, vap: 3, client_mac: C6:3A:22:31:2A:1E"""
"Dec 16 08:02:44","KhuB_B011","UTH","c6:3a:22:31:2a:1e","802.11","802.11 association","""channel: 1, rssi: 31, band: 2"""
"Dec 16 08:02:44","KhuF_F202","","OPPO-A60","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.241.91.234, Source Port: 41582, Destination IP: 163.70.159.42"""
"Dec 16 08:02:44","KhuA_L1_Server","","Android_NPUA8RDL","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.87.204.176, Source Port: 51632, Destination IP: 216.239.32.223"""
"Dec 16 08:02:44","KhuB_B311","","LAPTOP-RPN3IQJB","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.234.154.138, Source Port: 53229, Destination IP: 199.232.196.193"""
"Dec 16 08:02:44","KhuF_F202","","OPPO-A60","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.241.91.234, Source Port: 43886, Destination IP: 163.70.159.42"""
"Dec 16 08:02:44","KhuA_Phai2","UTH","96:67:31:98:ec:33","802.11","802.11 disassociation","""previous authentication expired"""
"Dec 16 08:02:44","KhuB_B011","UTH","c6:3a:22:31:2a:1e","802.11","802.11 disassociation","""client has left AP"""
"Dec 16 08:02:44","KhuA_L1_Server","","Android_RT3SOFTP","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.203.65.123, Source Port: 33628, Destination IP: 216.239.34.223"""
"Dec 16 08:02:44","KhuA_L1_Server","","Android_RT3SOFTP","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.203.65.123, Source Port: 33626, Destination IP: 216.239.34.223"""
"Dec 16 08:02:44","KhuB_B010","UTH","HuyNhat","802.1X","802.1X authentication","""radio: 1, vap: 3, client_mac: C0:35:32:D8:CF:A3"""
"Dec 16 08:02:44","KhuB_B010","UTH","HuyNhat","802.11","802.11 association","""channel: 64, rssi: 47, band: 5"""
"Dec 16 08:02:44","KhuD_D503","","Android_C2QUEQ7P","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.220.213.81, Source Port: 45094, Destination IP: 57.144.160.8"""
"Dec 16 08:02:44","KhuD_D503","","Android_C2QUEQ7P","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.220.213.81, Source Port: 37532, Destination IP: 57.144.160.8"""
"Dec 16 08:02:44","KhuC_C004","UTH","iPad-4","802.11","802.11 association","""channel: 100, rssi: 22, band: 5"""
"Dec 16 08:02:44","KhuC_C004","UTH","iPad-4","802.1X","802.1X authentication","""radio: 1, vap: 3, client_mac: 6A:F9:C9:6F:6E:75"""
"Dec 16 08:02:44","KhuD_D503","","Android_C2QUEQ7P","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.220.213.81, Source Port: 34312, Destination IP: 57.144.160.8"""
"Dec 16 08:02:44","KhuC_C001","","A31-cua-Lan-Anh","Events dropped","Events dropped","""386 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:44","KhuA_Phai1","UTH","f6:ec:c4:07:0e:e3","802.1X","802.1X authentication","""radio: 1, vap: 3, client_mac: F6:EC:C4:07:0E:E3"""
"Dec 16 08:02:44","KhuA_Phai1","UTH","f6:ec:c4:07:0e:e3","802.11","802.11 association","""channel: 108, rssi: 10, band: 5"""
"Dec 16 08:02:44","KhuA_L2_A215","UTH for Visitor","f2:49:91:9f:20:67","802.11","802.11 disassociation","""client has left AP"""
"Dec 16 08:02:44","KhuF_F501","","e2:11:f7:82:3e:f2","Events dropped","Events dropped","""9737 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
"Dec 16 08:02:44","KhuB_B311","","Nokia","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.55.42.243, Source Port: 46818, Destination IP: 163.70.159.42"""
"Dec 16 08:02:44","KhuB_B207","UTH","be:47:4b:46:b1:ac","802.11","802.11 disassociation","""client has left AP"""
"Dec 16 08:02:44","KhuB_B311","","OPPO-Reno11-Pro-5G","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.215.128.203, Source Port: 58566, Destination IP: 163.70.159.42"""
"Dec 16 08:02:44","KhuC_C201","","V2110","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.242.200.12, Source Port: 32942, Destination IP: 163.70.159.7"""
"Dec 16 08:02:43","KhuD_D701-Research","","KNguyn","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.88.68.22, Source Port: 63305, Destination IP: 17.248.224.27"""
"Dec 16 08:02:43","KhuF_F202","","Android_94XJPEDJ","Network-Based Application Recognition","Layer 7 firewall rule","""Source IP: 10.33.231.225, Source Port: 53940, Destination IP: 163.70.159.42"""
"Dec 16 08:02:43","KhuA_L1_Server","","","Events dropped","Events dropped","""40 events were not logged. <i class='asx_p fa fa-info-circle auto_hohelp events_dropped' alt='[Help]' />"""
